Title	Author	Description	Content	Published At	URL
Election guardrails in 2024 and lost Chopin waltz discovered: Morning Rundown	Elizabeth Robinson	Election laws, Donald Trump, Kamala Harris, Puerto Rico, Tony Hinchcliffe, Puerto Rico joke, McDonald's, E. coli outbreak, Jay Johnston, JP Morgan lawsuits	Legal experts say an attempt to overturn the 2024 election results would be more difficult than in 2020. NBC News Andrea Mitchell writes about Antony Blinkens small victory in the Middle East. And a … [+9023 chars]	2024-10-29T11:08:22Z	https://www.nbcnews.com/news/election-guardrails-2024-ecoli-mcdonalds-morning-rundown-rcna177758
Trump and his allies ramp up election fraud allegations in Pennsylvania	Jane C. Timm	Donald Trump and his allies are seizing on routine election processes as signs of fraud in the critical battleground state of Pennsylvania.	Former President Donald Trump and his allies are seizing on routine election processes as signs of fraud in the critical battleground state of Pennsylvania, amplifying allegations, videos and litigat… [+5420 chars]	2024-10-30T17:12:45Z	https://www.nbcnews.com/politics/2024-election/trump-allies-election-fraud-allegations-pennsylvania-rcna177907
How Trump broke both parties — and where Democrats go from here: From the Politics Desk	The Politics Desk	Over the course of the last decade, President-elect Donald Trump broke both national political parties. Now Democrats must figure out their economic message.	Welcome to the online version of From the Politics Desk, an evening newsletter that brings you the NBC News Politics teams latest reporting and analysis from the campaign trail, the White House and C… [+8893 chars]	2024-11-07T22:06:22Z	https://www.nbcnews.com/politics/2024-election/trump-broke-both-parties-democrats-republicans-politics-desk-rcna179202
FEMA employee fired after advising disaster relief team not to visit homes with pro-Trump signs	Mirna Alsharif	A Federal Emergency Management Agency employee was fired after recently advising a disaster relief team to not visit homes with yard signs that support President-elect Donald Trump.	"A Federal Emergency Management Agency employee was fired after recently advising a disaster relief team to not visit homes with yard signs that support President-elect Donald Trump. 
FEMA did not cl… [+1423 chars]"	2024-11-09T22:21:00Z	https://www.nbcnews.com/news/fema-employee-fired-advising-disaster-relief-team-not-visit-homes-sign-rcna179472
Democrats confront a tougher road in New York amid the Harris-Trump race	Ali Vitali	Former President Donald Trump’s promises that he’ll win New York are more empty bluster than evidence-based prediction.	Former President Donald Trumps promises that hell win New York are more empty bluster than evidence-based prediction. But the down-ballot reality is murkier for Democrats, amid signs Trump and his pa… [+5240 chars]	2024-10-29T19:18:53Z	https://www.nbcnews.com/politics/2024-election/democrats-confront-tougher-road-new-york-harris-trump-race-rcna177704
Trump to headline event targeting Asian American voters in Nevada	Sakshi Venkatraman	As part of his efforts leading up to Election Day, on Thursday former President Donald Trump will be addressing the AAPI community at a Nevada event with Vivek Ramaswami and Tulsi Gabbard	"As part of his efforts leading up to Election Day, former President Donald Trump will be addressing the Asian American and Pacific Islander community at a rally in Nevada on Thursday. 
Trump will be… [+2419 chars]"	2024-10-23T18:25:52Z	https://www.nbcnews.com/news/asian-america/trump-headline-event-targeting-asian-american-voters-nevada-rcna176631
Trump and his allies insist he's 'not a Nazi'	Rebecca Shabad and Jillian Frankel and Jake Traylor and Katherine Koretski and Lauren McCulloch	After some Democrats drew comparisons between former President Donald Trump’s Madison Square Garden rally and a 1939 pro-Nazi event held there, Trump and his allies are insisting that he is “not Hitler.”	After some Democrats drew comparisons between former President Donald Trumps Madison Square Garden rally and a 1939 pro-Nazi event held there, Trump and his allies are insisting that he is not Hitler… [+5102 chars]	2024-10-29T15:25:00Z	https://www.nbcnews.com/politics/2024-election/trump-allies-insist-s-not-nazi-rcna177774
Trump calls Harris a 's--- vice president' as personal attacks escalate	Jonathan Allen and Jillian Frankel and Jake Traylor	"Former President Donald Trump called rival Kamala Harris a ""s--- vice president"" during a rally in Latrobe, Pa., Saturday evening, punctuating his broader argument that she is too liberal in a more aggressive fashion and with fresh vulgarity."	"Former President Donald Trump called rival Kamala Harris a ""s--- vice president"" during a rally in Latrobe, Pa., Saturday evening, punctuating his broader argument that she is too liberal in a more a… [+3604 chars]"	2024-10-20T00:08:28Z	https://www.nbcnews.com/politics/2024-election/trump-calls-harris-s-president-personal-attacks-escalate-rcna176259
Trump refers to CNN's Anderson Cooper by a woman's first name	The Associated Press	Donald Trump has repeatedly referred to CNN anchor Anderson Cooper with a woman’s first name as the Republican presidential nominee focuses his closing message on a hypermasculine appeal to men.	NOVI, Mich. Former President Donald Trump has repeatedly referred to CNN anchor Anderson Cooper with a womans first name in recent days as the Republican presidential nominee focuses his closing mess… [+1685 chars]	2024-10-28T13:37:38Z	https://www.nbcnews.com/nbc-out/out-politics-and-policy/trump-refers-cnns-anderson-cooper-womans-first-name-rcna177578
Trump and Harris offer split-screen closing messages in dueling Milwaukee rallies	Matt Dixon and Megan Lebowitz	Donald Trump and Kamala Harris' differing styles of were on full display during dueling rallies Friday night in Milwaukee, the largest city in one of the nation’s most important swing states.	"Donald Trump and Kamala Harris' differing styles were on full display during dueling rallies Friday night in Milwaukee, the largest city in one of the nations most important swing states.
The two he… [+5862 chars]"	2024-11-02T04:39:14Z	https://www.nbcnews.com/politics/2024-election/trump-harris-offer-split-screen-closing-messages-dueling-milwaukee-ral-rcna178487
Democratic governors vow to protect their states from Trump and his policies	Adam Edelman	Blue-state governors are preparing political and legal moves to shield their states’ policies and residents from Donald Trump's new administration.	"A cadre of blue-state governors is already preparing a litany of political and legal moves to shield their states policies and residents from federal actions under Donald Trump's new administration.… [+6704 chars]"	2024-11-08T20:50:55Z	https://www.nbcnews.com/politics/2024-election/democratic-governors-vow-protect-states-trump-policies-rcna179295
LGBT voters, a larger share of the electorate than ever, shift away from Trump	Patrick J. Egan, NBC News Exit Poll Desk	Former President Donald Trump defeated Vice President Kamala Harris to become the next U.S. president, NBC News projected, but he didn’t do so with the help of LGBT voters.	Former President Donald Trump defeated Vice President Kamala Harris to become the next U.S. president, NBC News projected, but he didnt do so with the help of lesbian, gay, bisexual and transgender v… [+1713 chars]	2024-11-06T17:17:46Z	https://www.nbcnews.com/nbc-out/out-politics-and-policy/lgbt-voters-away-from-trump-2024-election-record-change-rcna178939
Early voting begins in Milwaukee; Bruce Springsteen to headline two Harris rallies	NBC News	The latest news and live updates on the 2024 election as Kamala Harris interviews with NBC News, Donald Trump rallies in North Carolina, Tim Walz and Barack Obama head to Wisconsin, and JD Vance hits Arizona.	"At a roundtable event with Latino supporters in Miami this morning, Trump scoffed at Harris for not appearing on the campaign trail today. 
I dont know, but its gonna be close,"" Trump said. ""I mean,… [+1151 chars]"	2024-10-22T11:32:06Z	https://www.nbcnews.com/politics/2024-election/live-blog/harris-trump-presidential-election-live-updates-rcna176306
House Democrat says Trump's campaign has refused to commit to a smooth transition process	Rebecca Shabad	The top Democrat on the House Oversight Committee, Rep. Jamie Raskin, is sounding the alarm over former President Donald Trump's failure to enter into key agreements with the Biden administration over the presidential transition process.	WASHINGTON The top Democrat on the House Oversight Committee, Rep. Jamie Raskin, is sounding the alarm over former President Donald Trump's failure to enter into key agreements with the Biden adminis… [+3972 chars]	2024-10-23T15:00:28Z	https://www.nbcnews.com/politics/2024-election/house-dem-says-trumps-campaign-refused-commit-smooth-transition-not-wo-rcna176648
Harris says ‘of course’ her team is prepared if Trump declares victory before votes are counted	Alex Seitz-Wald	In an interview with NBC News’ Hallie Jackson on Tuesday, Vice President Kamala Harris said she's preparing for the possibility that former President Donald Trump declares victory before the votes are counted in this next month's election.	In an interview with NBC News Hallie Jackson on Tuesday, Vice President Kamala Harris said she's preparing for the possibility that former President Donald Trump declares victory before the votes are… [+2335 chars]	2024-10-22T21:14:40Z	https://www.nbcnews.com/politics/2024-election/harris-says-course-team-prepared-trump-declares-victory-votes-are-coun-rcna176674
5 key takeaways from election night 2024	Sahil Kapur	Election Day is in the books: Donald Trump is projected by NBC News to win the presidential race, Republicans have captured the Senate, and the House is still up for grabs.	Election Day is in the books: NBC News has projected that Donald Trump won the presidential race over Kamala Harris and that Republicans have captured the Senate, while the House is still up for grab… [+4738 chars]	2024-11-06T10:35:38Z	https://www.nbcnews.com/politics/2024-election/takeaways-trump-win-harris-election-2024-president-race-rcna177675
Trump co-defendant Kenneth Chesebro suspended from practicing law in New York	Zoë Richards	A state appellate court in New York suspended Kenneth Chesebro, who struck a plea deal with prosecutors pursuing the 2020 election interference case against former President Donald Trump, from practicing law there.	A state appeals court in New York on Thursday suspended Kenneth Chesebro, who struck a plea deal with prosecutors pursuing the 2020 election interference case against former President Donald Trump, f… [+2624 chars]	2024-10-31T23:36:59Z	https://www.nbcnews.com/politics/politics-news/trump-co-defendant-kenneth-chesebro-suspended-law-new-york-rcna178312
